10,100,1000,10000,100000,1000000
3,58,851,3046,34076,468989
3,55,813,2766,33525,466356
3,53,810,2695,33815,468741
2,55,806,2726,34214,469069
2,54,801,2657,33814,463924
2,55,849,2802,33683,466039
2,54,816,2583,34189,460767
2,53,869,2747,33863,465436
2,53,1049,2622,34584,466581
2,54,1052,2654,34323,460848
2,54,919,2853,33824,460368
2,53,803,2920,33576,461930
2,53,829,2564,34104,460781
2,54,949,2553,33701,464730
2,55,965,2629,33723,466720
2,55,907,2626,33970,468012
2,56,893,2576,33728,465928
2,54,864,2851,33601,464975
2,53,835,2574,34534,463413
2,54,832,2512,34354,463698
2,56,847,2576,34173,462773
2,55,824,2589,34120,471191
2,54,851,2551,33698,467181
2,56,711,2743,34028,468360
2,55,584,2596,33708,512157
2,54,562,2513,34168,520894
2,55,566,2513,34261,531767
2,56,663,2518,33833,571296
2,54,753,2513,33850,510657
2,52,570,2629,34348,546365
2,54,561,2753,33702,489521
2,53,532,2517,34036,484457
2,53,432,2940,34183,473121
1,51,434,2631,33647,530152
2,53,434,2726,33685,517457
2,52,434,2656,34196,490351
2,53,450,2773,33869,472244
2,53,432,2582,33734,484235
2,52,433,2577,34012,522174
2,53,427,2593,33861,519816
2,79,448,2521,33593,507411
2,54,438,2515,34121,482467
2,53,420,2751,34058,480645
2,53,346,2558,33912,469174
2,53,350,2516,34129,467809
2,53,361,2516,33603,468491
2,53,343,2511,33827,477391
2,53,344,2513,34011,481471
2,53,345,2862,34200,476201
2,54,344,2575,33827,472053
2,53,367,2591,34315,504870
2,53,368,2554,33632,510291
2,53,358,2561,33597,491523
2,52,352,2690,34065,486307
2,54,344,2836,33699,503577
2,52,353,2664,33545,484403
2,54,331,2575,34672,491141
2,54,320,2621,33661,503153
2,54,364,2625,34014,501454
2,61,298,2550,34035,501314
2,62,288,2746,34270,536724
2,62,288,2719,34333,561193
2,55,289,2518,33515,621491
2,53,289,2588,33518,598770
2,71,309,2562,33998,583143
2,66,287,2510,33834,615601
2,56,288,2730,33751,723622
2,54,338,2897,33934,557709
2,56,342,2514,33788,561598
2,53,290,2651,34029,627234
2,53,296,2829,34311,812011
2,55,306,2698,33786,534543
2,53,252,2704,33889,530961
2,53,253,2738,34260,706829
2,55,251,2552,34240,518838
2,53,251,2517,33706,516836
2,53,255,2552,34020,509045
2,53,255,2570,34155,476162
2,55,254,2668,33843,477302
2,53,258,2753,34387,494585
2,53,252,2580,33864,490426
2,54,251,2523,33766,481092
2,54,251,2554,34053,481337
2,53,262,2841,33782,627268
2,54,251,2625,33634,574945
2,55,251,2700,34222,507414
2,52,253,2656,33764,484279
2,54,250,2615,33709,491304
2,54,250,2631,34141,497242
2,54,249,2621,33823,482965
2,52,250,2584,33710,478167
2,55,222,2707,34451,529051
2,52,222,2589,33629,572526
2,51,222,2577,33727,535482
2,56,224,2534,34756,493249
2,53,221,2554,33874,480033
2,51,221,2514,34011,474934
2,54,221,2856,33834,476920
2,53,221,2516,33603,470785
2,54,239,2510,34274,473038
AVERAGE
2.02,54.49,466.28,2638.53,33950.23,507712.74
