10000,4109
20000,6206
30000,5282
40000,6928
50000,8850
60000,10620
70000,14232
80000,14815
90000,16478
100000,18446
110000,20825
120000,22290
130000,24667
140000,28056
150000,29115
160000,31636
170000,33382
180000,34069
190000,38774
200000,38618
210000,41395
220000,43240
230000,48359
240000,47785
250000,49951
260000,51350
270000,57841
280000,56776
290000,59311
300000,64418
310000,62350
320000,69283
330000,69381
340000,69630
350000,72082
360000,72646
370000,77531
380000,77750
390000,83468
400000,84120
410000,86866
420000,88652
430000,90690
440000,93457
450000,99300
460000,95175
470000,98754
480000,101811
490000,105899
500000,103218
510000,107386
520000,116286
530000,115726
540000,114989
550000,114662
560000,117049
570000,120962
580000,127251
590000,129907
600000,127619
610000,131288
620000,130160
630000,136558
640000,141166
650000,141348
660000,143559
670000,148914
680000,148117
690000,151552
700000,156473
710000,154580
720000,155933
730000,159203
740000,159326
750000,167597
760000,168724
770000,166703
780000,173159
790000,175204
800000,179447
810000,178273
820000,185690
830000,187171
840000,181578
850000,187274
860000,190208
870000,193207
880000,191259
890000,202137
900000,209524
910000,207595
920000,207561
930000,216715
940000,208846
950000,213047
960000,214583
970000,215339
980000,218410
990000,217519
1000000,223558
