10000,2439
20000,3309
30000,3477
40000,4514
50000,5744
60000,6871
70000,9111
80000,9317
90000,10682
100000,11798
110000,13290
120000,14314
130000,15852
140000,16938
150000,18433
160000,19749
170000,20965
180000,22076
190000,23596
200000,24764
210000,26183
220000,27251
230000,28199
240000,30070
250000,31109
260000,31803
270000,33675
280000,35117
290000,37447
300000,37843
310000,39541
320000,40945
330000,41668
340000,43254
350000,47713
360000,46283
370000,47669
380000,48606
390000,49896
400000,51284
410000,53076
420000,54630
430000,55501
440000,56951
450000,57751
460000,58814
470000,60953
480000,61958
490000,63106
500000,64242
510000,65395
520000,66426
530000,68720
540000,69884
550000,71873
560000,73303
570000,75309
580000,76407
590000,77479
600000,79624
610000,80830
620000,82257
630000,83273
640000,84604
650000,85655
660000,87807
670000,88584
680000,90851
690000,91682
700000,93417
710000,95441
720000,96035
730000,97697
740000,98519
750000,99897
760000,101141
770000,102240
780000,103566
790000,104746
800000,107029
810000,108865
820000,110609
830000,111437
840000,113799
850000,114420
860000,115935
870000,117858
880000,118467
890000,122247
900000,121303
910000,123643
920000,123591
930000,124693
940000,132603
950000,128804
960000,129814
970000,131621
980000,132908
990000,134450
1000000,136050
