10000,5231
20000,6910
30000,8815
40000,11668
50000,14987
60000,18824
70000,22553
80000,25275
90000,28825
100000,32866
110000,36233
120000,40412
130000,43680
140000,47371
150000,51288
160000,54874
170000,58868
180000,63570
190000,66402
200000,70621
210000,74533
220000,78435
230000,84225
240000,86908
250000,91233
260000,96244
270000,98944
280000,102677
290000,108217
300000,111418
310000,114407
320000,118300
330000,123074
340000,127886
350000,133550
360000,135155
370000,139722
380000,144578
390000,149682
400000,152474
410000,156217
420000,161794
430000,164192
440000,168547
450000,173588
460000,178007
470000,181655
480000,186813
490000,190368
500000,194482
510000,200230
520000,203328
530000,207379
540000,212720
550000,215994
560000,220593
570000,227311
580000,230546
590000,234652
600000,237902
610000,244255
620000,248154
630000,251630
640000,256752
650000,263782
660000,266375
670000,271454
680000,275187
690000,280613
700000,284079
710000,287937
720000,292157
730000,298291
740000,309531
750000,306834
760000,312424
770000,315362
780000,321170
790000,325964
800000,330949
810000,336999
820000,345452
830000,346937
840000,351750
850000,356138
860000,360335
870000,363854
880000,368830
890000,373927
900000,380981
910000,386281
920000,389345
930000,393816
940000,404449
950000,412111
960000,407820
970000,414499
980000,422024
990000,423424
1000000,430604
